speaker,words,tags,timestamp
SS,What did they believe about sabotage? I heard that there was a lot of things,,
SS,pinned,,
SS,on 'em that they never done.,,
WS,Oh yeah.,,
SS,Didn't they believe in sabotage at times when it was necessary?,,
WS,"Well, it was never sanctioned in print you know, but it was a part of the game.",,
WS,If,,
WS,"it was necessary, yeah. They used to do things like, well if they got thrown off",,
WS,of a freight train or something. The next thing they'd do throw sand in the,,
WS,"box of another train, you see. Called it the hotbox, you know. Had to be",,
WS,"set out and, otherwise it would catch the whole boxcar on fire which would happen",,
WS,too.,,
SS,You mean you'd throw it in the journal box?,,
WS,"Dust a handful of sand. Yeah. Well,I never knew of any Wobblies doing it but",,
WS,I've,,
WS,"known of other guys doing it that got thrown off, you know. The next chance they",,
WS,"got, went the sand. Wouldn't be that train probably but it'd be another",,
WS,one.,,
SS,What about in the woods? Iknow in the lumber camps there'd be aspike in alog.,,
WS,"I've heard of it being done. I never did it, of course, myself. I never did",,
WS,"commit no act of sabotage. I didn't believe in it. But, well the company usually",,
WS,did it themselves.,,
SS,Connany did it and blamed it on the Wobblies?,,
WS,Yeah. You bet they did.,,
SS,You were telling me about that 36 strike at Pierce where they killed a couple,,
SS,of guys. Was that Fromalt's camp?,,
WS,"It was Fromalt's crew. See Fromalt, that company had forced him to start operation",,
WS,"you see. They was trying to break the strike, you know. They, he had a contract",,
WS,with 'em. There was nothing in it about labor trouble of anything. Dust a written,,
WS,"contract, you know. And they made him start up. That's where the whole trouble",,
WS,"started. And then some of his crew, why his real loyal hands, why they undertook",,
WS,to do a little shootin' there.,,
SS,Did you guys try to stop them from working?,,
WS,Yeah. We had a picket line.,,
SS,Did any of his guys get beaten?,,
WS,"Yeah, they got beat up, but, more or less individually, you know. Not that night",,
WS,"they didn't, no, but they got it afterwards in town and...",,
SS,"Oh, they didn't get beat up before the shooting started?",,
WS,"That's how that happened. And then we, of course they shot through the windshield",,
WS,"too, you know. And had stuck truck and we all bailed off somewhere's you know.",,
WS,"Got off and got the hell, anyplace you could, we didn't have a thing, you know.",,
WS,Not even apeavy stuck. I got down behind the,,
SS,I think this guy was a strikebreaker in Fromalt's camp that told me that that,,
SS,action started after the guys on the picket line beat up two guys in the camp.,,
WS,"No. Well, they might have been some mixups, you know, before that in town. There",,
WS,"was always two or three fights in town everyday, you know. Pierce. But, maybe more",,
WS,"but I, oh I know, all them fights, but I don't, can't conect them, anything with",,
WS,this shooting.,,
SS,And they killed a couple guys.,,
WS,Oh yeah. Oh sure. There were nine rifles in that group.,,
SS,You told me how you got away and how they put you in jail. Were you mad about,,
SS,that,,
SS,whole thing? That year in jail?,,
WS,"Well, it could've been more. Yeah the, well, the country was hostile too, you",,
WS,know.,,
WS,The courts and the law and everything you know. It was pretty harr to it. If you,,
WS,got pinched it was pretty hard to beat any kind of a rap at all. In front of the,,
WS,"judges, you know. We had an old lawyer from Spokane, I never met him, but he",,
WS,"defended the rest of this bunch that I was with. He didn't defend me, I had another",,
WS,"one, but, his name was I might as well get up and talk with him.",,
SS,Seems like they should have tried to get a decent lawyer.,,
WS,"Well, they didn't have the money. We had never had a strike fund, you know.",,
WS,The,,
WS,"IWW's never had a strike fund. Not like these now, Christ Almighty, a milion",,
WS,"dollars in that strike fund. I don't know, the automobile workers, they're out",,
WS,"yet, aren't they?",,
SS,"Yeah, sure.",,
WS,"Jesus Christ, I don't know how much of a strike fund they've got.",,
SS,They've been saving it up for a long time.,,
WS,"Oh yes, and they*recashed every month. Yeah.",,
SS,How come you got your own lawyer? id you think he was better or what?,,
WS,"Well, yes, I thought I could do better.",,
SS,Did you or did they all get the same thing that you did?,,
WS,"Oh, there was five got a year and the rest got just minor sentences you know,",,
WS,3D,,
WS,"days and something like that, fhere was about nine of us all together in that",,
WS,"deal. But they picked some and made, oh, I don't know, ringleaders I guess they",,
WS,"called. I was no ringleader. I was just ordinary stiff, you know, working",,
WS,stiff. But I happened to get caught in them circumstances and that's how,,
WS,that happened.,,
SS,So they made you a ringleader.,,
WS,"Well, I...",,
SS,They called you one.,,
WS,"Yeah. Dust, a striker was all I was, you know. I was on strike committees and",,
WS,the,,
WS,"like of that you know, I took an active part in the organization but never nothing",,
WS,violent you know. I didn't go overboard over it.,,
SS,What was it like in jail for a year?,,
WS,Good.,,
SS,Was it pretty good?,,
WS,"Sure. Dent was sherrif. Harry Dent was his name. Yeah, we had three newspapers",,
WS,"everyday, Spokane, Oregon paper and this paper over here. And they could bring",,
WS,"anything in they wanted to, you know. And I had a lot of friends. I had, Christ",,
WS,"enough tobbacco and money and everything. I wasn't hurtin' any, but...",,
SS,Could you drink in there?,,
WS,"0nce in awhile. If you could get it in, that was the problem, you know. They",,
WS,used,,
WS,"to frisk any visitors, you know. If they came in contact, like you and me",,
WS,"sittin' here, you know, if you got anyway close to'em, why they'd have 'em frisked",,
WS,"you see. N they didn't go for, oh, I brought a couple bottles up the back way",,
WS,"with a rope or string, you know. But, well, it was a big bunch in there and pass",,
WS,"it around and its all gone. You couldn't, there was no chance to get a ""loon",,
WS,"or nothing, you know.",,
SS,How many guys in one cell?,,
WS,"Well, they was four. Yeah, they brought a bunch of prisoners from Leavenworth,",,
WS,they,,
WS,"were federal prisoners, you know. And they was working on a road job at Kooskia.",,
WS,"They all one year men, they got mostly white slavery charges. They was from all",,
WS,over the United States.,,
SS,What's white slavery?,,
WS,"Well, transportin' a woman from one state to another for prostitution, yeah.",,
WS,"White slavery. That's a year mimimum, see, well, that's what these guys were doin'.",,
WS,"One year, most of em. And they had nothin' you know. They were from, well, they",,
WS,"weren't like me, right from here, you , they were from all over, you know.",,
WS,"And of course, they had better connections than I did, but they weren't where they",,
WS,"could get to 'em or anything, you know and they had nothing. We kept 'em in",,
WS,tobbacco and razor blades and the like of that.,,
SS,Were they being worked during the day?,,
WS,"Yeah, fhey was in there for about a week and then they took 'em to Kooskia and",,
WS,I,,
WS,don't know where in hell they kept ' there.,,
SS,"But you didn't have to work, you just sat there and waited. Did you get out on",,
SS,parole?,,
WS,served 11 months. A little over. Yeah.,,
SS,It got me about the blackballing afterwards.,,
WS,Oh yeah.,,
SS,How did you make a living when every place you went they kicked you out?,,
WS,Well...,,
SS,Did you change your name?,,
WS,"No. I was going to once, you see that, social security come out about that time,",,
WS,"you know, think that fall. I was working in California, you know, Morrison-Knudson.",,
WS,"But you got that name and number and everything, you know, I didn't want to",,
WS,"change, I said the hell with it, I'll keep my own name. So when I went to work",,
WS,"in the loggin' camp, then I was maybe getting ten days, then they'd come and tell",,
WS,"me, you know, that I had go",,
SS,This went on for so long. How did you make a living?,,
WS,"Well, just work when you could, and when you couldn't, well, you didn't. Dust",,
WS,make,,
WS,it some other way. Go to work for a farmer. Anybody.,,
SS,You'd work for farmers?,,
WS,"I worked for a couple of 'em. Couple of 'em, yeah. UM-hm. Yeah, I worked over",,
WS,here,,
WS,"at Yakima one time, Toppinish I think it was, tte t Yakima valley. Ten cents an",,
WS,"hour. Ten hours a day. Pitchin' alfalfa. Dcsus Christ, hard work.I think it was",,
WS,"stone boats, or, I called 'em stone boats, you know, you've seen 'em.",,
SS,"Buck a day, that's nothing compared to what you were making as a lumberjack.",,
WS,"Ten hours. Oh no, but you had to: live, you know, and I don't like bumming I",,
WS,don't,,
WS,"know. I would if I had to, I did, but it didn't appeal to me. Soliciting alms.",,
SS,Could you go to the unions for money?,,
WS,"eah, they offered me money, but I wouldn't take it. I told them, they hell with",,
WS,"ya! I make my own way. Yeah, they offered me money. They offered me money when",,
WS,"I got out of jail. And they offered me money in jail, 'hey come up to see me and",,
WS,"they, representatives, some guys I didn't know at all come up. There was someone",,
WS,there every day. But I never took no money or nothin' from 'em. They had an,,
WS,"office, or a hall, in Spokane then, you kncn, on Bernard Street. Between Trent and",,
WS,"Main. That was their headquarters. When Igot out of jail, I was going through",,
WS,"Spokane and I met a guy and he said,""Come-down tothe hall."" I had money then. I",,
WS,"got money when I got out, Pierce. I went to Pierce and got a couple hundred dollars",,
WS,and so I went down to the hall and they wanted to give me money there but I didn't,,
WS,"take it, hell with it. They didn't have much any way.",,
SS,"That money from Pierce, you borrowed?",,
WS,"Yeah, individual.",,
SS,Friend.,,
WS,Yeah. Businessman.,,
SS,Pretty good that guy gave you that money.,,
WS,"Yeah, he probably figured on never seeing me again, you know. He says,""Where",,
WS,are,,
WS,"you goin'?"" Isaid,""I don't know. I'm goin' to get out of here.'I sent it to him.",,
SS,Was it really hot for you around here after you got out of jail?,,
WS,Oh no.,,
SS,Around Pierce?,,
WS,-No.,,
SS,But they wouldn't hire you.,,
WS,"No, I never tried there, you see, I never tried to go to work there. Because",,
WS,I,,
WS,"knew they wouldn't put me to work. And they opened an office in Bovill, you know.",,
WS,"Over there, you see.",,
SS,The union did?,,
WS,"N0,no, the company.",,
SS,The company did.,,
WS,And Iheard guys say they couldn't go to work here. Inever was in,,
WS,"this place up here then, you know, in Orofino, they just opened that. I never",,
WS,"went in there at all. I went in there 1941, the first time, but I never went in",,
WS,there after the strike and I heard guys say they'd been in there and they wouldn't,,
WS,"hire 'em and said they were all filled up, ""Well, I'm going over to Bovill.""",,
WS,"""I'll try that place."" ""I'll get out of there."" Ithought you*!? pay hell gettin",,
WS,"out of there, too.There was about a hundred of us, I guess, all together, you know.",,
SS,Guys that couldn't get work 'cause they were Wobblies?,,
US,Yeah. I seen the list. Guy showed it to me in Oregon.,,
SS,Were they mostly from around here?,,
WS,"All from around here. Well, that is, they were, they worked around here. They",,
WS,"was like myself, they was from wherevir they were, why that's where they belonged.",,
WS,"You know, at the time. But Iwent down to Oregon and l went to work for aguy",,
WS,I used to work for on Marble Creek here. And his name was Ed Gaffney. Used to be,,
WS,"superintendent on Marble, walking boss. Went down there he was working for the",,
WS,"Sprague River Lumber Company. Yen, I went right to work, soon as he seen me he",,
WS,"put me to work. I worked about ten days. Clerk come in one night and he said,",,
WS,"""Mr. Gaffney wants to see you over in his house."" He lived in a house, you know,",,
WS,he had his own house. Married of course he was. He and his wife. I knew what it,,
WS,"was, I packed my sack right away and I didn't go over. I was going to leave in",,
WS,"the morning. See, I knew what it was. Bufc, the clerk come again, he said he",,
WS,"wanted to see me, so I went over then, you know. About an hour later he told me,",,
WS,"showed me the list. I was fourth or fifth from the top. He said,""You've got to go",,
WS,"Bill."" So I did and I come into Klamath Falls and I met a couple guys there that",,
WS,"I knew real well, you know. And they were from around, they used to^around here.",,
WS,"They were blackballed too, you see. But they knew it, they were smart enough to",,
WS,"know it, you know, I told 'em, I said,""I just worked for Gaffney up here at",,
WS,"Sprague River for, I got in ten days,"" I said,""you might get ten days too, if you",,
WS,"want to try' that's where they were headed for, see. So they did, they went up and",,
WS,"he give 'em ten days work. I give'em a little money, I give 'em, I had forty, fifty",,
WS,of work.,,
SS,Did you go around mostly by yourself in them days?,,
WS,"Oh, it depends. If I met up with a guy I like, you know, I, and he was going",,
WS,my,,
WS,"way, why, we'd go together. Otherwise I went alone.",,
SS,Did that sour you on the union?,,
WS,"No. I don't know, I was expecting all that, you know. I knew the union was outlawed",,
WS,"you know. I mean, I knew it was illegal under the present set up, you know, I knew",,
WS,"that, of course. I was expecting that, you know. If we were winners, you see, it",,
WS,would be different. But we didn't come out winners. And they wouldn't allow us,,
WS,"to win, you know, they wanted to kill the organization, you see, which they did.",,
WS,That was the last feeble attempt they ever made. The IWW.,,
SS,Did you figure at the time the chances were pretty bleak for you to work? In,,
SS,'36?,,
WS,"You mean, to win the strike? Oh, yeah, I kinda thought we might win. At first.",,
WS,"Yeah, we come out a hundred per cent.",,
SS,"You mean, everything shut down.",,
